,PAI_id,booking_id,str_id,geom_id,ufi,name,location,local_address,street_address,star_rating,review_score,review_score_text,review_count,amount_per_stay,mean_adr_sar,median_adr_sar,revpar,occupancy_rate,number_of_keys,opened_at,str_class,recently_opened,link,parent_chain,returning_aid_share,mall_visitations_pct,business_park_visitations_pct,footfall_score,footfall_score_domestic,footfall_score_international,ranking,ranking_domestic,ranking_international,volatility,quadrant,distance,has_gym,has_wellness_centre,has_event_halls,has_business_centre,has_restaurant,has_pool
283,302,4509737.0,-1,4509737,900040280.0,Braira Al Nakheel,Riyadh,Al Imam Saud Ibn Abdulaziz Branch Road In front of Al Nakheel Mall,"Al Imam Saud Ibn Abdulaziz Branch Road In front of Al Nakheel Mall, 12363 Riyadh, Saudi Arabia",4.0,9.0,Superb,3480,2529.16,864.8634666666668,881.1392,647.46,74.86214751799706,101.0,2017,,,https://www.booking.com/hotel/sa/braira-al-nakheel.en-gb.html,Boudl Hotels and Resorts,0.194006309148265,0.4160756501182032,0.05003940110323089,0.1888627506056669,0.1946377057525878,0.1327849588719154,48,42,68,14.73080903380518,High ADR & High Occupancy,2502.757,1,1,0,0,1,1
286,305,11105300.0,-1,11105300,900040280.0,Msharef Almoden hotel فندق مشارف المدن,Riyadh,6956 طريق الملك فهد الفرعي,"6956 طريق الملك فهد الفرعي, 13521 Riyadh, Saudi Arabia",4.0,8.9,Fabulous,593,1727.43,637.3697185185187,545.92,319.61,50.14510985101459,30.0,2022,,,https://www.booking.com/hotel/sa/fndq-mshrf-lmdn.en-gb.html,,0.1299435028248588,0.519774011299435,0.08286252354048966,0.02833467925985745,0.02990836585779739,0.01712271277488668,356,344,389,18.73052862365808,Low ADR & Low Occupancy,6674.885,1,1,1,0,1,1
290,309,8398476.0,-1,8398476,900040280.0,Rio Hotel Olaya,"Al Olaya, Riyadh", شارع 40 من شارع العليا ," شارع 40 من شارع العليا , Al Olaya, 12212 Riyadh, Saudi Arabia",4.0,8.1,Very good,1029,2627.13,575.35424,561.8144,244.89,42.5631164986079,54.0,2017,,,https://www.booking.com/hotel/sa/fndq-ryw-lryd.en-gb.html,,0.1804878048780488,0.4471544715447154,0.1739837398373984,0.03567290474351322,0.03737485151875106,0.02266241396676179,314,301,356,29.47938337832268,Low ADR & Low Occupancy,2677.49,1,1,1,1,1,1
291,310,4172657.0,11669902,4172657,900040280.0,Hilton Riyadh Hotel & Residences,Riyadh,6623 Al Shohadaa – Eastern Ring Road,"6623 Al Shohadaa – Eastern Ring Road, 11622 Riyadh, Saudi Arabia",5.0,8.5,Very good,5729,4700.94,2226.314731373738,1567.1654,1268.66,56.98467374142581,866.0,2018,Upper Upscale,,https://www.booking.com/hotel/sa/hilton-riyadh-residences.en-gb.html,Hilton Worldwide,0.1929809207071591,0.4887625710537822,0.1962396152164408,0.856009269337453,0.8340828101136942,0.79217727043814,3,2,5,16.89503666300613,High ADR & High Occupancy,5263.721999999999,1,1,1,1,1,1
294,313,7905300.0,11675678,7905300,900040280.0,"Mansard Riyadh, a Radisson Collection Hotel",Riyadh,"4304 Prince Mohammed Bin Salman Road, Al Rabea District","4304 Prince Mohammed Bin Salman Road, Al Rabea District, Riyadh, Saudi Arabia",5.0,9.0,Superb,1505,6122.96,4442.348960692641,3180.5312,2032.6,45.75517245652868,191.0,2022,Upper Upscale,,https://www.booking.com/hotel/sa/mansard-riyadh-a-radisson-collection.en-gb.html,Radisson Hotel Group,0.1804995970991136,0.494770716009654,0.09493161705551084,0.0913942628418946,0.09413711182759206,0.06446197750545576,125,115,160,21.81417351280069,High ADR & Low Occupancy,6126.945000000002,1,1,1,1,1,1
296,315,246503.0,12019860,246503,900040280.0,Riyadh Airport Marriott Hotel,Riyadh,Next To King Khalid International Airport,"Next To King Khalid International Airport, 13443 Riyadh, Saudi Arabia",4.0,8.3,Very good,1942,3398.87,1006.733032727273,1090.2016,475.81,47.26275723594026,339.0,1980,Upper Upscale,,https://www.booking.com/hotel/sa/marriott-airport-riyadh.en-gb.html,Marriott International,0.1867852604828462,0.3026204564666103,0.0760777683854607,0.1854218601874934,0.1699898184286442,0.2138660399529965,49,60,39,19.83566681828448,High ADR & Low Occupancy,495.018,0,1,1,1,1,1
297,316,2141678.0,15646653,2141678,900040280.0,Boudl Al Munsiyah,Riyadh,Al Thamama District,"Al Thamama District, 11372 Riyadh, Saudi Arabia",4.0,8.0,Very good,3821,1985.34,512.7045446808512,470.0416,314.55,61.35021286806514,164.0,2016,Upscale,,https://www.booking.com/hotel/sa/boudl-al-moanthiya.en-gb.html,Boudl Hotels and Resorts,0.2406191369606004,0.288659793814433,0.02202436738519213,0.1946209753871002,0.1837773629730189,0.2032902467685076,46,49,43,13.61362280160739,Low ADR & High Occupancy,8381.539,1,1,1,0,0,1
300,319,2017872.0,11630496,2017872,900040280.0,Swiss International Royal Hotel Riyadh,Riyadh,King Fahed Street,"King Fahed Street, 11415 Riyadh, Saudi Arabia",4.0,7.5,Good,1535,1789.4,743.4794628571431,725.3088,402.1,54.0834469637103,60.0,2016,Upscale,,https://www.booking.com/hotel/sa/swiss-international-royal-riyadh.en-gb.html,Swiss International Hotels & Resorts,0.1302774427020507,0.3831325301204819,0.07228915662650602,0.05140268951230645,0.05010181571355846,0.0475071344636562,240,243,221,33.97286599495532,High ADR & Low Occupancy,9183.210000000006,1,1,1,1,1,1
306,326,1481374.0,11769555,1481374,900040280.0,Grand Plaza Hotel - Dhabab Riyadh,Riyadh,"Olaya Street Extension, Crossroad Olaya Street with Prince Faisal Ibn Turky","Olaya Street Extension, Crossroad Olaya Street with Prince Faisal Ibn Turky, 12612 Riyadh, Saudi Arabia",4.0,8.3,Very good,1359,1124.77,612.2304,605.2592,322.54,52.68226309419482,114.0,2015,Midscale,,https://www.booking.com/hotel/sa/grand-plaza-al-dhabab.en-gb.html,EWAA Hotels,0.1705364291433147,0.2730184147317854,0.03362690152121697,0.09041115129384501,0.07284065840828102,0.1440322309887527,127,158,63,34.39076830709244,Low ADR & Low Occupancy,1342.047,1,1,1,1,1,1
308,328,10318967.0,-1,10318967,900040280.0,Tura Hotel,"Al Olaya, Riyadh",Baljurshi 34 شارع بلجرشي تقاطع شارع وادي الطيري,"Baljurshi 34 شارع بلجرشي تقاطع شارع وادي الطيري, Al Olaya, 12222 Riyadh, Saudi Arabia",4.0,7.7,Good,257,1616.01,858.1938900584797,889.744,274.85,32.02652762205653,38.0,2020,,,https://www.booking.com/hotel/sa/tura-hotel-fndq-try.en-gb.html,,0.1090047393364929,0.3981042654028436,0.06635071090047392,0.01011200449422422,0.01022399456982861,0.007889877455094845,438,438,427,28.46678026335824,High ADR & Low Occupancy,2215.053,1,1,1,0,1,1
313,333,4597412.0,11636076,4597412,900040280.0,"Radisson Blu Hotel & Residence, Riyadh Diplomatic Quarter","Diplomatic Quarter, Riyadh","Arm Aldamri Street, Lot No. C-8","Arm Aldamri Street, Lot No. C-8, Riyadh, Saudi Arabia",4.0,8.9,Fabulous,553,5598.14,1936.704543030304,1481.8016,1026.2,52.98696478754805,110.0,2019,Upper Upscale,,https://www.booking.com/hotel/sa/radisson-blu-residence-riyadh-diplomatic-quarters.en-gb.html,Radisson Hotel Group,0.1486697965571205,0.4112587959343237,0.09304143862392494,0.08876092833819037,0.08382827082979806,0.09266409266409266,132,136,115,22.23857836829834,High ADR & Low Occupancy,7700.617000000001,1,1,1,1,1,1
315,335,5849745.0,-1,5849745,900040280.0,Randan,Riyadh,"Exit 33, Dhalam, Laban ","Exit 33, Dhalam, Laban , 64532 Riyadh, Saudi Arabia",4.0,7.7,Good,262,899.7,313.9885714285714,349.1456,219.46,69.89285089702756,24.0,2020,,,https://www.booking.com/hotel/sa/rndn-randan.en-gb.html,,0.1358839050131926,0.3350923482849604,0.03825857519788918,0.04041290685018082,0.04085355506533175,0.03155950982037938,288,282,311,28.64976367135949,Low ADR & High Occupancy,16687.151,0,0,0,0,0,0
319,340,7886346.0,11658899,7886346,900040280.0,Movenpick Hotel and Residences Riyadh,Riyadh,3478 North Ring Road Exit 4 Al Ghadeer District,"3478 North Ring Road Exit 4 Al Ghadeer District, 13311 Riyadh, Saudi Arabia",5.0,8.7,Fabulous,3123,4798.4,1622.510146666667,1382.1425,791.39,48.77556008329742,359.0,2021,Upscale,,https://www.booking.com/hotel/sa/moven-and-residences-riyadh.en-gb.html,Accor,0.219368274904547,0.4197573656845754,0.1150779896013865,0.2210245426775745,0.228152044798914,0.1539365452408931,40,39,57,44.15234853500782,High ADR & Low Occupancy,3926.01,1,1,1,1,1,1
320,341,11059184.0,-1,11059184,900040280.0,فندق باليت كريدي الفاخر Palette Luxury Credi Hotel,Riyadh,حي التعاون,"حي التعاون, 11990 Riyadh, Saudi Arabia",4.0,7.3,Good,268,888.66,1486.184655238096,2150.9824,1033.24,69.5227183976581,55.0,2015,,,https://www.booking.com/hotel/sa/fndq-krydy.en-gb.html,Mira Hotels Group,0.1547861507128309,0.4531886024423338,0.06919945725915876,0.09185070748920333,0.09384014932971323,0.06781937216719826,123,117,154,25.70766844740139,High ADR & High Occupancy,2506.155,1,1,0,1,0,1
324,346,6767382.0,-1,6767382,900040280.0,Admire Apart' Hotel,Riyadh,"Prince Sultan Bin Abdulaziz Rd, Al Mathar Ash Shamali","Prince Sultan Bin Abdulaziz Rd, Al Mathar Ash Shamali, 11456 Riyadh, Saudi Arabia",4.0,6.8,Average,344,659.78,433.9322666666667,386.048,238.02,54.85268373550933,50.0,2016,,,https://www.booking.com/hotel/sa/admire-apart-39.en-gb.html,,0.2958257713248639,0.3014440433212997,0.03610108303249097,0.05603735823882589,0.05943492278975056,0.03273459795198926,214,204,301,28.76300852084909,Low ADR & Low Occupancy,1959.502,1,1,1,1,0,0
345,368,8536136.0,-1,8536136,900040280.0,Ahlin Suites 1 By Khaymat Alyarmouk,Riyadh,13252 Abi Jafar Al Mansour Street,"13252 Abi Jafar Al Mansour Street, 13241 Riyadh, Saudi Arabia",4.0,6.8,Average,669,591.88,414.6510803633823,448.8832,272.16,65.63636152978182,31.0,2013,,,https://www.booking.com/hotel/sa/ahlin-suites-1-by-khaymat-alyarmouk.en-gb.html,Ahlin Suites,0.2314814814814815,0.1146025878003697,0.0166358595194085,0.04725957655981181,0.04458679789580859,0.0495215712607017,253,259,210,19.21686951527312,Low ADR & High Occupancy,14577.047,1,1,0,0,0,0
347,371,418602.0,11750054,418602,900040280.0,Four Seasons Hotel Riyadh,"Al Olaya, Riyadh",Kingdom Center PO BOX 231000,"Kingdom Center PO BOX 231000, Al Olaya, 11564 Riyadh, Saudi Arabia",5.0,9.0,Superb,1097,10307.07,4322.035158260871,2260.5696,3555.36,82.26131717649376,276.0,2003,Luxury,,https://www.booking.com/hotel/sa/four-season-riyadh.en-gb.html,Four Seasons Hotels,0.1723592368543509,0.5739259810303143,0.9989771247907755,0.7526421122853832,0.7507636178516884,0.6276649320127581,5,4,7,20.77406143139967,High ADR & High Occupancy,421.927,1,1,1,0,1,1
355,380,881903.0,12018328,881903,900040280.0,JW Marriott Hotel Riyadh,Riyadh,"King Fahad Road , Sahafa District","King Fahad Road , Sahafa District, 13315 Riyadh, Saudi Arabia",5.0,7.8,Good,1452,4798.4,1720.910835555556,1602.6176,1102.68,64.07560501252824,349.0,2014,Luxury,,https://www.booking.com/hotel/sa/burj-rafal-riyadh-a-marriott-international-hotel.en-gb.html,Marriott International,0.1703035274815423,0.3658696364231903,0.0791025221094006,0.4573575366033496,0.4435347021890378,0.4315930837669968,9,9,11,16.58256486572291,High ADR & High Occupancy,6895.967000000001,1,1,1,1,1,1
358,384,822941.0,11751501,822941,900040280.0,Narcissus Riyadh Hotel & Spa,"Al Olaya, Riyadh","Olaya Street, corner of Tahlia Streets","Olaya Street, corner of Tahlia Streets, Al Olaya, 11351 Riyadh, Saudi Arabia",5.0,8.6,Fabulous,2798,3005.0,1642.172703030303,1260.4832,966.32,58.84390666809238,280.0,2013,Luxury,,https://www.booking.com/hotel/sa/narcissus-and-residence.en-gb.html,Boudl Hotels and Resorts,0.1667839549612949,0.4349660182798219,0.08132177173658307,0.3004108001825779,0.2934837943322586,0.2749706227967098,23,23,21,17.54699865014246,High ADR & High Occupancy,560.15,1,1,1,1,1,1
371,398,23198.0,11715579,23198,900040280.0,"Mandarin Oriental Al Faisaliah, Riyadh","Al Olaya, Riyadh","King Fahad Road, Olaya","King Fahad Road, Olaya, Al Olaya, 11564 Riyadh, Saudi Arabia",5.0,8.6,Fabulous,1522,5978.14,3613.613891269841,2599.4496,2227.05,61.62949352991409,325.0,2000,Luxury,,https://www.booking.com/hotel/sa/al-faisaliah.en-gb.html,Mandarin Oriental,0.1900043084877208,0.4302925989672978,0.3777969018932875,0.3898037288016573,0.3858815543865604,0.3367466845727715,13,11,16,12.21887348555349,High ADR & High Occupancy,1283.732,1,1,1,1,1,1
384,412,1318492.0,11673365,1318492,900040280.0,Vivienda Hotel Villas Granada,Riyadh,"Airport Road, Granada District","Airport Road, Granada District, 11372 Riyadh, Saudi Arabia",5.0,9.3,Superb,58,6697.77,2753.307482714715,3206.2912,2224.64,80.79888921727994,48.0,2013,Luxury,,https://www.booking.com/hotel/sa/vivienda-villas-granada.en-gb.html,Vivienda,0.1887550200803213,0.376102646351243,0.3881315156375301,0.110354271268565,0.110088240285084,0.09199261373174417,98,97,116,31.98380547437181,High ADR & High Occupancy,5184.422,1,1,1,1,1,1
401,430,7477918.0,12050929,7477918,900040280.0,Vivienda Hotel Hada 1,Riyadh,Prince Faisal Bin Fahd Bin Abdulaziz Road,"Prince Faisal Bin Fahd Bin Abdulaziz Road, 12726 Riyadh, Saudi Arabia",4.0,0.0,No Review Score,0,7997.34,5963.773177550389,3847.776,4909.46,82.32131422097433,24.0,2017,Luxury,,https://www.booking.com/hotel/sa/vivienda-hada-1.en-gb.html,Vivienda,0.1345249294449671,0.325187969924812,0.06109022556390977,0.06586847371932165,0.06388936025793314,0.06211180124223602,182,182,170,26.79813175566981,High ADR & High Occupancy,6471.728999999999,1,1,0,1,1,1
404,433,9566167.0,12661623,9566167,900040280.0,Vivienda Hada Residences,Riyadh,Al Hada,"Al Hada, Riyadh, Saudi Arabia",5.0,0.0,No Review Score,0,6106.15,1955.36,1955.36,1572.37,80.41317292396491,34.0,2017,Luxury,,https://www.booking.com/hotel/sa/vivienda-hada-residences.en-gb.html,Vivienda,0.1762402088772846,0.2883116883116883,0.05974025974025974,0.07433025525789122,0.07284065840828102,0.06714789323484975,164,159,156,29.52023587688506,High ADR & High Occupancy,6174.633000000001,0,1,0,0,0,1
405,434,345011.0,11684680,345011,900040280.0,Vivienda Hotel Villas,Riyadh,Prince Turki 1 Street,"Prince Turki 1 Street, 62413 Riyadh, Saudi Arabia",5.0,9.8,Exceptional,4,5998.0,3683.484444444445,3204.4992,3137.28,85.17157381409783,25.0,2012,Luxury,,https://www.booking.com/hotel/sa/vivienda.en-gb.html,Vivienda,0.1410788381742739,0.4320220841959973,0.08005521048999312,0.0894631508725115,0.08743424401832683,0.08175256001342958,131,127,136,25.53624630350675,High ADR & High Occupancy,4337.081000000001,1,1,0,1,1,1
424,453,279251.0,12017792,279251,900040280.0,"Crowne Plaza Hotel Riyadh Minhal, an IHG Hotel",Riyadh,"Old Airport Road , P.O. Box 17058","Old Airport Road , P.O. Box 17058, Riyadh, Saudi Arabia",4.0,8.6,Fabulous,982,3198.94,1543.861818181819,992.3808,832.55,53.92632079578631,310.0,1981,Upscale,,https://www.booking.com/hotel/sa/crowne-plaza-riyadh-minhal.en-gb.html,IHG Hotels & Resorts,0.2098901098901099,0.162654996353027,0.02407002188183808,0.2633685614971384,0.2309519769217716,0.3453080409602148,29,38,15,23.17066430437798,High ADR & Low Occupancy,3742.389000000001,1,1,0,1,1,1
428,458,183807.0,11724083,183807,900040280.0,Mena Andalusia Riyadh,"Al Olaya, Riyadh","Street 6, Riyadh 12211, Saudi Arabia","Street 6, Riyadh 12211, Saudi Arabia, Al Olaya, 99999* Riyadh, Saudi Arabia",4.0,6.3,Average,2188,948.97,240.0288,240.0928,148.1,61.70259234165825,110.0,1990,Upper Midscale,,https://www.booking.com/hotel/sa/golden-tulip-andalusia.en-gb.html,Al Hokair Group,0.1718213058419244,0.3299028016009148,0.0440251572327044,0.1322987254661002,0.1275241812319702,0.1279167366123888,77,79,71,15.77287383185674,Low ADR & High Occupancy,3706.687,0,1,0,0,1,0
436,467,5723245.0,-1,5723245,900040280.0,Gold Inn Hotel,Riyadh,"Najah Street 7925, Al Yarmuk District","Najah Street 7925, Al Yarmuk District, 35811 Riyadh, Saudi Arabia",4.0,7.9,Good,430,249.92,323.1858666666667,229.9872,184.07,56.95448449051958,31.0,2020,,,https://www.booking.com/hotel/sa/goldinn-qwld-n-riyadh.en-gb.html,,0.1832358674463938,0.3138401559454191,0.02923976608187134,0.03718268319230364,0.03724758187680299,0.03038442168876952,307,303,320,17.41608393422878,Low ADR & High Occupancy,14518.858,1,1,0,0,0,0
439,470,79497.0,11700594,79497,900040280.0,Sheraton Riyadh Hotel & Towers,"Al Worood, Riyadh",King Fahad Road,"King Fahad Road, Al Worood, 6170 Riyadh, Saudi Arabia",5.0,7.9,Good,981,1092.14,976.9364461123824,929.824,885.59,90.64929775786332,193.0,1991,Upper Upscale,,https://www.booking.com/hotel/sa/sheraton-riyadh-towers.en-gb.html,Marriott International,0.1523900232156676,0.4991075678248453,0.1085792479771537,1.0,1.0,0.8240725197246936,1,1,3,23.07795526340048,High ADR & High Occupancy,141.421,1,1,1,1,1,1
442,473,1789354.0,11738720,11738720,,Ascott Rafal Olaya Riyadh,Riyadh,"Al Sahafa, Olaya Street Riyadh","Al Sahafa, Olaya Street Riyadh, 13321 Riyadh, Saudi Arabia",4.0,8.0,No Review Score,3570,1119.05,1545.433107692308,1347.744,946.34,61.23485125993574,234.0,2017,Upper Upscale,,https://www.booking.com/hotel/sa/ascott-rafal-olaya-riyadh.en-gb.html,Ascott International Management (2001) Pte Ltd,0.1850207223208999,0.4284447072738025,0.09964518036664695,0.2764650117622274,0.2678601730867131,0.261876783615914,26,26,23,15.36727444648664,High ADR & High Occupancy,8687.957000000002,1,1,1,1,1,1
455,488,386315.0,11648418,11648418,900040280.0,Boudl Al Masif,Riyadh,"Infront of Carfour, Damam Road","Infront of Carfour, Damam Road, Riyadh, Saudi Arabia",4.0,8.0,Very good,418,590.0,481.2965212121213,449.552,388.2,80.65651818185094,41.0,2009,Upscale,,https://www.booking.com/hotel/sa/boudl-al-woroud.en-gb.html,Boudl Hotels and Resorts,0.1533783783783784,0.4642375168690958,0.08704453441295547,0.09255293002352445,0.09477346003733243,0.067483632701024,122,114,155,21.43590254597554,Low ADR & High Occupancy,2325.973000000001,1,1,0,0,0,1
